molecule_id,original_smiles,fragment_smiles,dealed_smiles
0,[*]N1CCC(CC1)N2C=C(C=N2)C3=CC(=C(N=C3)N)O[C@H](C)C4=C(C=CC(=C4Cl)F)Cl,*N1CCCCC1,C[C@@H](Oc1cc(-c2cnn(C3CC[NH:1]CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
1,[*]NC1=NC=CC(=N1)C2=CC(=O)N(C=C2)[C@H](CO)C3=CC(=C(C=C3)Cl)F,*N,O=c1cc(-c2ccnc([NH2:1])n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1
2,[*]C(=O)CCN(C1=CC=C(C=C1)C(F)(F)F)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc(C(F)(F)F)cc1
3,[*]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(NC=C4C5=CC(=C(C=C5)OC)OC)N=C3,*N1CCNCC1,COc1ccc(-c2c[nH]c3ncc(-c4ccc(N5CC[NH:1]CC5)cc4)cc23)cc1OC
4,[*]OC1=C(C=CC(=C1)C2=C(N=CS2)C)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C)O,*O,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1[OH:1])C(C)(C)C
5,[*]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,*c1ncc2ccccc2n1,C=CC(=O)N1CCN(c2nc([Br:1])nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc23)CC1
6,[*]OCCOCCOCCNC1=NC(=NC(=N1)N2CCN(CC2)C(=O)[C@H](CC3=CC=C(C=C3)O)N4C=C(N=N4)[C@H]([C@@H](C)CC)N)N5CCN(CC5)C(=O)[C@H](CC6=CC=C(C=C6)O)N7C=C(N=N7)[C@H]([C@@H](C)CC)N,*O,CC[C@H](C)[C@H](N)c1cn([C@@H](Cc2ccc(O)cc2)C(=O)N2CCN(c3nc(NCCOCCOCC[OH:1])nc(N4CCN(C(=O)[C@H](Cc5ccc(O)cc5)n5cc([C@@H](N)[C@@H](C)CC)nn5)CC4)n3)CC2)nn1
7,[*]N1CCC(CC1)OC2=NC3=C(C=NN3C(=N2)NCC4=CC=CC=C4N5C=CN=C5)C(C)C,*N1CCCCC1,CC(C)c1cnn2c(NCc3ccccc3-n3ccnc3)nc(OC3CC[NH:1]CC3)nc12
8,[*]C(=O)N(CC1=CC(=C(C(=C1)F)F)F)C(C2=C(NC3=C2C=CC(=C3)Cl)C(=O)NCC)C(=O)NC(C)(C)C,*C(N)=O,CCNC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)[NH:1]Cc1cc(F)c(F)c(F)c1
9,[*]C(=O)CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,*C(C)=O,O=C1NC(=O)C(c2cn(CC(=O)[OH:1])c3ccccc23)=C1c1ccc(Cl)cc1Cl
10,[*]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,*c1ccccc1,O=C(Cc1ccc(Cl)c(Cl)c1)NCc1cc(-c2cn3c(n2)CCC3)ccc1[Br:1]
11,[*]C[C@@H](C1=CC=CC=C1)N2C=C(C=N2)NC(=O)C3=NNC4=C3CCC(C4)(C)C,*C,CC1(C)CCc2c(C(=O)Nc3cnn([C@@H](C[Br:1])c4ccccc4)c3)n[nH]c2C1
12,[*]C(=O)CCN(C1=CC=C(C=C1)C2=NC=CS2)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc(-c2nccs2)cc1
13,[*]N1C(=O)C2=CC(=C(N=C2N(C1=O)C3CC3)N)C(=O)N,*n1cnc2ncccc2c1,NC(=O)c1cc2c(=O)[n:1]c(=O)n(C3CC3)c2nc1N
14,[*]N1CCN(CC1)C2CCN(CC2)C3=C(C=C(C=C3)NC4=NC(=C(N=C4C(=O)N)CC)NC5CCOCC5)OC,*N1CCNCC1,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CC[NH:1]CC4)CC3)c(OC)c2)nc1NC1CCOCC1
15,[*]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C(N(C4=N3)C5CCCC5)C(=O)N(C)C,*N1CCNCC1,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC[NH:1]CC4)cn3)nc2n1C1CCCC1
16,[*]C1=NC(=CC=C1)[C@H](C)NC(=O)C2=CC3=C(C=C2)C(=CC=C3)C4=CC=CC=C4,*c1ccccn1,C[C@H](NC(=O)c1ccc2c(-c3ccccc3)cccc2c1)c1cccc([Br:1])n1
17,[*]N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,*n1ncc2cncnc21,Nc1nc2cc(-c3n[n:1]c4ncnc(N)c34)ccc2o1
18,[*]C1=CC(=CC=C1)C(=O)NO,*c1ccccc1,O=C(NO)c1cccc([Br:1])c1
19,[*]N1CCN(CC1)C2=NC(=NC(=N2)C3=CN=C(N=C3C(F)F)N)N4CCOCC4,*N1CCNCC1,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CC[NH:1]CC3)n2)c(C(F)F)n1
20,[*]C1CCN(CC1)C(=O)CC2=C(C3=C(C(=C(C=C3)O)C=O)OC2=O)C,*C1CCN(C=O)CC1,Cc1c(CC(=O)N2CCC([Br:1])CC2)c(=O)oc2c(C=O)c(O)ccc12
21,[*]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5)C(=O)NC6=NC=CS6)C=C3,*N1CCNCC1,O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccc(-c3ccc(N4CC[NH:1]CC4)cc3)cc2C1=O
22,[*]C(=O)NC1=CC=CC=C1N,*C(N)=O,Nc1ccccc1[NH2:1]
23,[*]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,*C(C)=O,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)[OH:1])c1nnc(C)n1-2
24,[*]C1=NC(=C2C=CNC2=N1)C3=CN(N=C3)[C@H](CC#N)C4CCCC4,*c1ncc2ccnc2n1,N#CC[C@H](C1CCCC1)n1cc(-c2nc([Br:1])nc3[nH]ccc23)cn1
25,[*]C1=CC(=CC=C1)C2=CC(=C(C=C2)N3C[C@H](N([C@H](C3)C)C)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,*c1ccccc1,C[C@@H]1CN(c2ccc(-c3cccc([Br:1])c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)C[C@H](C)N1C
26,[*]C1=CC=CC=C1C2=NC3=C(C=C2)N=C(N3C4=CC=C(C=C4)C5(CCC5)N)C6=C(N=CC=C6)N,*c1ccccc1,Nc1ncccc1-c1nc2ccc(-c3ccccc3[Br:1])nc2n1-c1ccc(C2(N)CCC2)cc1
27,[*]C(=O)C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,*C,O=C([Br:1])c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
28,[*]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,*N,C[NH:1]Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
29,[*]C1=C(C=CC(=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OC,*c1ccccc1,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1[Br:1]
30,[*]C(=O)C1=CN=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)Cl)C,*C,C[C@H]1CC2(CCN(c3ccc(C(=O)[Br:1])cn3)CC2)CN1c1ccc(C#N)c(Cl)c1
31,[*]OC1=C(C=C2C(=C1)C(=NC(=N2)C)N[C@H](C)C3=CC(=CC(=C3)C(F)F)N)OC,*O,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)F)c3)c2cc1[OH:1]
32,[*]C(=O)NC1=CC=C(C=C1)OC[C@@](C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O,*C(N)=O,C[C@](O)(COc1ccc([NH2:1])cc1)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
33,[*]N1CCN(CC1)C2=CC(=NN=C2N)C3=CC=CC=C3O,*N1CCNCC1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH:1]CC1
34,[*]NC(=O)[C@@H]1CC2CCCCC2N1C(=O)C3=C(C(=CC=C3)[C@@H]4CCCN4C(=O)C5=C(C6=C(C=C5)NN=C6)F)Cl,*NC=O,O=C(c1ccc2[nH]ncc2c1F)N1CCC[C@H]1c1cccc(C(=O)N2C3CCCCC3C[C@H]2C(=O)[OH:1])c1Cl
35,[*]N1CCN(CC1)C(=O)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC)C(F)(F)F)OC,*N,CNc1nc(Nc2ccc(C(=O)N3CC[NH:1]CC3)cc2OC)ncc1C(F)(F)F
36,[*]OC1=CC=CC(=C1)C2C3=C(CC(CC3=O)C4=CC=CC=C4OC)NC(=C2C(=O)OCCOC)C,*O,COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3OC)C2)C1c1cccc([OH:1])c1
37,[*]N[C@H]1CCCN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4,*N,O=C1NC(=O)/C(=C/c2cccc(-c3ccccc3)c2N2CCC[C@H]([NH2:1])C2)S1
38,[*]OCCNC(=O)C1=NC2=CC=CC=C2NC1=O,*O,O=C(NCC[OH:1])c1nc2ccccc2[nH]c1=O
39,[*]C(=O)/C(=N/NC1=NC(=CS1)C2=CC=C(C=C2)C3=CC=CC=C3)/C,*C(C)=O,C/C(=N\Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)C(=O)[OH:1]
40,[*]N1CC(C1)(C)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,*N1CCC1,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)C[NH:1]C1
41,[*]N1CCN(CC1)CC2=CC(=CC=C2)C3=CC(=C(C=C3)N4CCN(CC4)C)NC(=O)C5=CNC(=O)C=C5C(F)(F)F,*N1CCNCC1,CN1CCN(c2ccc(-c3cccc(CN4CC[NH:1]CC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
42,[*]C1=NC=C(C=N1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)N(C)CC)F)N=C2,*c1ncccn1,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc([Br:1])nc4)cc23)c1F
43,[*]C1=CC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)Cl)C,*c1ccccc1,C[C@H]1CC2(CCN(c3ccc([Br:1])cc3)CC2)CN1c1ccc(C#N)c(Cl)c1
44,[*]N1CCC(CC1)CC(=O)NC2=CC3=C(C=C2)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)C[C@@H](C)C5=CC=CC=C5)O,*N1CCCCC1,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CC4CC[NH:1]CC4)ccc3c2=O)CC1)c1ccccc1
45,[*]C1=CC(=CC=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*c1ccccc1,O=C(c1cccc([Br:1])c1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
46,[*]N(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,*N,CC[NH:1]CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
47,[*]N1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,*N1CCNCC1,Cc1ccc(NC(=O)c2ccc(CN3CC[NH:1]CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
48,[*]N1CCN(CC1)C2=CC(=C(C=C2)NC(=O)C3=CC=CC(=N3)C4=CC=NN4)OC,*N1CCNCC1,COc1cc(N2CC[NH:1]CC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1
49,[*]C(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)O,*C(=O)C1CCC2C1CCC1C3C=CCC=C3CCC12,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)[OH:1]
50,[*]NC(C1=CN=CC=C1)C2=CC3=CC=CC=C3O2,*N,c1cncc(C(c2cc3ccccc3o2)[NH2:1])c1
51,[*]OC1=CC=CC(=C1)NC2=C(C(=NN2)C3=CC=C(C=C3)NS(=O)(=O)C(F)F)C(=O)N,*O,NC(=O)c1c(-c2ccc(NS(=O)(=O)C(F)F)cc2)n[nH]c1Nc1cccc([OH:1])c1
52,[*]C1=CC2=C(C=C1F)N=C(N2)CNC3=C4C(=NC(=N3)N5CCOCC5)N(C=N4)C(C)C,*c1ccc2ncnc2c1,CC(C)n1cnc2c(NCc3nc4cc(F)c([Br:1])cc4[nH]3)nc(N3CCOCC3)nc21
53,[*]C1=C(C=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F)F,*c1ccccc1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc([Br:1])c(F)c1
54,[*]C1CN(CCO1)C(=O)C2=CC(=C(C=C2F)NC3=NC=C(C(=N3)NCC)C(F)(F)F)OC,*COC,CCNc1nc(Nc2cc(F)c(C(=O)N3CCOC([Br:1])C3)cc2OC)ncc1C(F)(F)F
55,[*]OC1=CN=C(C2=C1N(C(=N2)C3=NON=C3N)CC)C#CC(C)(C)O,*O,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc([OH:1])c21
56,[*]NC(=O)C1=CC=C(C=C1)[C@H]2C3=C(C[C@@H](N2C(=O)CCl)C(=O)OC)C4=CC=CC=C4N3,*NC=O,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(C(=O)[OH:1])cc2)N1C(=O)CCl
57,[*]NCCCCC#CC1=CC(=CC=C1)C2=NN(C(=C2CC3=CC=C(C=C3)S(=O)(=O)N)CC4CC4)C5=NC(=CS5)C(=O)O,*N,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(C#CCCCC[NH2:1])c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1
58,[*]C1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)CC4=C(C=CC=C4Cl)C)C,*C1CCNCC1,Cc1nc(Nc2ncc(C(=O)Cc3c(C)cccc3Cl)s2)cc(N2CCC([Br:1])CC2)n1
59,[*]C(=O)NCCNCC1=C(C=C(C=C1OC)OCC2=C(C(=CC=C2)C3=CC=CC=C3)C)OC,*C(N)=O,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC[NH2:1]
60,[*]C(=O)N(CC)C(C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC)C(=O)NC(C)(C)C,*C(N)=O,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)[NH:1]CC
61,[*]N(CC)CCOC1=CC=C(C=C1)[C@H]2[C@H](CCC3=C2C=CC(=C3)O)C4=CC=CC=C4,*N,CC[NH:1]CCOc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1
62,[*]C1=CC(=CC=C1)S(=O)(=O)NC2=CC3=C(C=C2OC4=CC(=CC(=C4)OCCCCN(C)C)OCCC)N(C(=O)N3C)C,*c1ccccc1,CCCOc1cc(OCCCCN(C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2cccc([Br:1])c2)n(C)c(=O)n3C)c1
63,[*]NC1=CC(=NC(=N1)NC2=CC=C(C=C2)CC#N)NC3=NNC(=C3)C4CC4,*N,N#CCc1ccc(Nc2nc(Nc3cc(C4CC4)[nH]n3)cc([NH2:1])n2)cc1
64,[*]C1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*c1ccccc1,O=C(c1ccc([Br:1])cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
65,[*]N1CCC[C@H](C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3S(=O)(=O)C(C)C)Cl,*N1CCCCC1,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCC[NH:1]C2)ncc1Cl
66,[*]OC1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)NC(=O)NC5=NOC(=C5)C(C)(C)C,*O,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc([OH:1])ccc34)cc2)no1
67,[*]OC1=C(C=C2C(=C1)N=CN=C2OC3=C(C=C(C=C3)NC(=O)C4=C(N(C5=C(C4=O)C=C(C=C5)CC)C)C)F)OC,*O,CCc1ccc2c(c1)c(=O)c(C(=O)Nc1ccc(Oc3ncnc4cc([OH:1])c(OC)cc34)c(F)c1)c(C)n2C
68,[*]OC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC,*O,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1[OH:1]
69,[*]C1=CC(=C(C(=C1)F)[C@@H]2C3=C(C[C@H](N2CC(CO)(F)F)C)C4=CC=CC=C4N3)F,*c1ccccc1,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc([Br:1])cc2F)N1CC(F)(F)CO
70,[*]N1CCC(CC1)C2=C(C=C3C(=C2)C(=NC(=N3)C)N[C@H](C)C4=CC(=CC(=C4)N)C(F)(F)F)OC,*N1CCCCC1,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1C1CC[NH:1]CC1
71,[*]C(=O)C1=NC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)Cl)C,*C,C[C@H]1CC2(CCN(c3ccc(C(=O)[Br:1])nc3)CC2)CN1c1ccc(C#N)c(Cl)c1
72,[*]C1=CC=C(C=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,*c1ccccc1,FC(F)(F)Oc1ccc(Nc2cc(-c3ccc([Br:1])cc3)ncn2)cc1
73,[*]N(C1CC1)S(=O)(=O)C2=CC(=C(C=C2)C3=CC(=C(N=C3)N)C4=CC5=C(C=C4)C(=O)NCC5)F,*N,Nc1ncc(-c2ccc(S(=O)(=O)[NH:1]C3CC3)cc2F)cc1-c1ccc2c(c1)CCNC2=O
74,[*]C(=O)NC1=CC(=C(C(=C1)Cl)C)CN2CCOCC2,*C(N)=O,Cc1c(Cl)cc([NH2:1])cc1CN1CCOCC1
75,[*]C1=NC=C(C=C1)NC2=NC=C3CN(C(=O)N(C3=N2)C)C4=C(C=CC(=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F)C,*c1ccccn1,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc([Br:1])nc3)nc2N(C)C1=O
76,[*]C1=C(C=CC(=C1F)F)C2=CSC(=N2)N3CCOCC3,*c1ccccc1,Fc1ccc(-c2csc(N3CCOCC3)n2)c([Br:1])c1F
77,[*]NC1=CC=CC(=C1)C2=CC(=NN2)C3=CC4=C(C=C3)OCO4,*N,c1cc(-c2cc(-c3ccc4c(c3)OCO4)n[nH]2)cc([NH2:1])c1
78,[*]C1=CC(=C(C=C1)N(C)C)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,*c1ccccc1,CC(C)c1cnn2c(NCc3cc([Br:1])ccc3N(C)C)nc(OC3CCN(C)CC3)nc12
79,[*]N1CCC(CC1)C(=O)NC2=CC3=C(C=C2)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)C[C@@H](C)C5=CC=CC=C5)O,*N1CCCCC1,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)C4CC[NH:1]CC4)ccc3c2=O)CC1)c1ccccc1
80,[*]C(=O)N(CC1=CC(=C(C(=C1)F)F)F)C(C(C)C)C(=O)NC(C)(C)C,*C(N)=O,CC(C)C(C(=O)NC(C)(C)C)[NH:1]Cc1cc(F)c(F)c(F)c1
81,[*]NC(=O)/C(=C/C1=CC(=C(C=C1)OCC2=C(C=C(C=C2)C(F)(F)F)C(F)(F)F)OC)/C#N,*NC=O,COc1cc(/C=C(\C#N)C(=O)[OH:1])ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
82,[*]N1C(=O)C2=NC3=CC=CC=C3NC2=N1,*n1cc2nc3ccccc3nc2n1,O=c1c2nc3ccccc3[nH]c-2n[n:1]1
83,[*]C1=CC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)F)C,*c1ccccc1,C[C@H]1CC2(CCN(c3ccc([Br:1])cc3)CC2)CN1c1ccc(C#N)c(F)c1
84,[*]OC1=C(C=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl)Cl,*O,O=C(NCCc1ccccc1)C(c1cccs1)N(C(=O)CCl)c1ccc([OH:1])c(Cl)c1
85,[*]OC1=C(C=C(C=C1)C2=CN(C(=O)C3=C2SC(=C3)C(=N)NC4CCS(=O)(=O)CC4)C)OC,*O,COc1cc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)ccc1[OH:1]
86,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4C(=O)NC)Cl,*N1CCNCC1,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CC[NH:1]CC3)cc2)ncc1Cl
87,[*]ONC(=O)C1=C(C(=C(C=C1)F)F)NC2=C(C=C(C=C2)I)F,*O,O=C(N[OH:1])c1ccc(F)c(F)c1Nc1ccc(I)cc1F
88,[*]N1C2CCC1CN(C2)C3=CC(=NN=C3N)C4=C(C=CC(=C4)F)O,*N1C2CCC1CNC2,Nc1nnc(-c2cc(F)ccc2O)cc1N1CC2CCC(C1)[NH:1]2
89,[*]N1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,*N1CCNCC1,COc1cc(N2CCC(N3CC[NH:1]CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
90,[*]C1=CC2=C(C=C1)C3=C(N2)C=CN=C3,*c1ccccc1,[Br:1]c1ccc2c(c1)[nH]c1ccncc12
91,[*]C1=CC(=CC=C1)SCC2=CN(N=N2)C3=CC=CC(=C3)C(=O)NO,*c1ccccc1,O=C(NO)c1cccc(-n2cc(CSc3cccc([Br:1])c3)nn2)c1
92,[*]S(=O)(=O)C1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CN=C(N3C(C)C)C,*[SH](=O)=O,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)[OH:1])cc3)n2)n1C(C)C
93,[*]C(=O)N1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)/C=C(\C)/C3=CC=C(C=C3)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C4=CC=CC=C4)C5=CC=CC=C5,*C(=O)N1CCCN2CCCC2CC1,C/C(=C\C(=O)N[C@H]1CN(C(=O)[OH:1])CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O)c1ccc(C(F)(F)P(=O)(O)O)cc1
94,[*]P(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=[N+](C3=C2N=C(NC3=O)N)CC4=CC=CC=C4)O)O,*P,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](COP(=O)(O)[OH:1])[C@@H](O)[C@H]1O
95,[*]C1=CC=C(C=C1)S(=O)CC(C)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,*c1ccccc1,CC(O)(CS(=O)c1ccc([Br:1])cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
96,[*]C1=CC(=CC=C1)[C@@H](CCC2=CC(=C(C=C2)OC)OC)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)C(C)(C)CC,*c1ccccc1,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc([Br:1])c1
97,[*]N1CCN(CC1)CCC(=O)NC2=CC3=C(C=C2)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)C(CCCNC(=O)C5=CC6=C(C=C5)C(=C7CCCCC7=N6)Cl)CC8=CC=CC=C8)O,*N1CCNCC1,O=C(CCN1CC[NH:1]CC1)Nc1ccc2c(=O)n(CC3(O)CCN(C(=O)C(CCCNC(=O)c4ccc5c(Cl)c6c(nc5c4)CCCC6)Cc4ccccc4)CC3)cnc2c1
98,[*]OC1=C(C(=CC=C1)F)C2=C(C=C3C(=N2)N(C(=O)N=C3N4CCN(C[C@@H]4C)C(=O)C=C)C5=C(C=CN=C5C(C)C)C)F,*O,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4[OH:1])c(F)cc23)[C@@H](C)C1
99,[*]OC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*O,O=C(c1ccc([OH:1])cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
100,[*]N1CCC2=C(C1)C=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4CCC4)C5CC5,*N,O=C(NCCCNc1nc(Nc2ccc3c(c2)CC[NH:1]C3)ncc1C1CC1)C1CCC1
101,[*]NC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,*NC=O,O=C(Nc1ccc(Oc2ccnc(C(=O)[OH:1])c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
