protac,warhead,linker_id,e3_ligand
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCOCCOCCOCC(=O)N(C)CCOC1=CC=C([C@@H]2C3=CC=C(O)C=C3CC[C@@H]2C2=CC=CC=C2)C=C1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1CCCCC1,[R1]N(C)CCOC1=CC=C(C=C1)[C@H]2[C@H](CCC3=C2C=CC(=C3)O)C4=CC=CC=C4,357,[R2]C(=O)[C@H](C(C1=CC=CC=C1)C2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC
CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=CC(O[C@@H]3C[C@@H](C(=O)N[C@@H]4CCCC5=CC=CC=C54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)C3)=C2)C=C1)C1=CC=CC=C1,[R1]N(C)CCOC1=CC=C(C=C1)/C(=C(/CC)\C2=CC=CC=C2)/C3=CC=C(C=C3)O,509,[R2]C1=CC(=CC=C1)O[C@@H]2C[C@H](N(C2)C(=O)[C@H](C3CCCCC3)NC(=O)[C@H](C)NC)C(=O)N[C@@H]4CCCC5=CC=CC=C45
CC1=C(C#N)C(C2=CC=C(C#N)C=C2)=C(C)N1CC1=CC=C(C(=O)NCCOCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC2=CC=CC=C2)C=C1,[R1]C1=CC=C(C=C1)CN2C(=C(C(=C2C)C3=CC=C(C=C3)C#N)C#N)C,513,[R2]C(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCOCCNC(=O)C1=CC=C(S(=O)(=O)CC(C)(O)C(=O)NC2=CC=C(C#N)C(C(F)(F)F)=C2)C=C1,[R1]C1=CC=C(C=C1)S(=O)(=O)CC(C)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,513,[R2]C(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOC3=CC=CC(OCCOC4=CC=C(CN5C(C)=C(C#N)C(C6=CC=C(C#N)C=C6)=C5C)C=C4)=C3)=C2)=CS1)C1CCCCC1,[R1]C1=CC=C(C=C1)CN2C(=C(C(=C2C)C3=CC=C(C=C3)C#N)C#N)C,516,[R2]OC1=CC=CC(=C1)C(=O)C2=CSC(=N2)[C@@H]3CCCN3C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=C[NH]C3=NC=C(C4=CC=C(CNC(=O)CCOCCNC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C=C4)C=C23)=C1F,[R1]C1=CC=C(C=C1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)CCC)F)N=C2,521,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(C(=O)CCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,137,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(C(=O)CCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,267,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=C[NH]C3=NC=C(C4=CC=C(CNC(=O)CCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)C=C4)C=C23)=C1F,[R1]C1=CC=C(C=C1)C2=CC3=C(NC=C3C(=O)C4=C(C=CC(=C4F)NS(=O)(=O)CCC)F)N=C2,518,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCCS(=O)(=O)NC1=CC=C(F)C(N2C=C(C3=CN=CN=C3)C3=NC(N(C)C4CCN(C(=O)CCOCCOCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)=CC=C32)=C1F,[R1]N1CCC(CC1)N(C)C2=NC3=C(C=C2)N(C=C3C4=CN=CN=C4)C5=C(C=CC(=C5F)NS(=O)(=O)CCC)F,267,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCCN2C=C(CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,570,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCN2C=C(CCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,575,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCN2C=C(CCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,577,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,568,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCCN2C=C(CNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,570,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,576,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCOCCOCCN2C=C(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,590,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCS(=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(C2=CN(C)C(=O)C3=C2C=C(C(=O)NCC2=CN(CCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)N=N2)[NH]3)=C1,[R1]C1=CC2=C(N1)C(=O)N(C=C2C3=C(C=CC(=C3)NS(=O)(=O)CC)OC4=C(C=C(C=C4)F)F)C,607,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN4C(=N3)SC3=CC(OCCN5CCN(C(=O)CCC(=O)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)=CC=C34)C=C2)=NO1,[R1]N1CCN(CC1)CCOC2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC=C(C=C5)NC(=O)NC6=NOC(=C6)C(C)(C)C,187,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN4C(=N3)SC3=CC(OCCN5CCN(CC(=O)NCCCOCCOCCOCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)=CC=C34)C=C2)=NO1,[R1]N1CCN(CC1)CCOC2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC=C(C=C5)NC(=O)NC6=NOC(=C6)C(C)(C)C,593,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC=CC(N3C=CC4=CC(C5CC5)=CC(F)=C4C3=O)=C2CO)C=C(NC2=CC=C(N3CCN(CCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=N2)C1=O,[R1]N1CCN(CC1)C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=CC=C4)N5C=CC6=CC(=CC(=C6C5=O)F)C7CC7)CO,290,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(N(C4=O)CC=C)C5=CC=CC(=N5)C(C)(C)O,25,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Br)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2)OCC3=C(C(=CC=C3)C4=CC=CC=C4)C)Br,617,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,616,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,619,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Cl)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,621,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,174,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC=CC=C5)C)Cl,88,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC6=C(C=C5)OCCO6)C)Cl,193,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC6=C(C=C5)OCCO6)C)Cl,196,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,[R1]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC6=C(C=C5)OCCO6)C)Cl,174,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(CCCCCC(=O)NCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,[R1]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,634,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(CCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,[R1]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,12,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(CCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,[R1]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,221,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(CCOCCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,[R1]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,222,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(CCOCCOCCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)[NH]2)C=C1,[R1]N(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,637,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@]1(C2=NC3=C(C(N)=O)C=CC=C3[NH]2)CCCN1CCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]N1CCC[C@]1(C)C2=NC3=C(C=CC=C3N2)C(=O)N,12,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@]1(C2=NC3=C(C(N)=O)C=CC=C3[NH]2)CCCN1CCOCCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]N1CCC[C@]1(C)C2=NC3=C(C=CC=C3N2)C(=O)N,222,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCCOC1=CC=CC(OC2=CC3=C(C=C2NS(=O)(=O)C2=CC=CC(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)=C2)N(C)C(=O)N3C)=C1,[R1]C1=CC(=CC=C1)S(=O)(=O)NC2=CC3=C(C=C2OC4=CC=CC(=C4)OCCC)N(C(=O)N3C)C,238,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCCOC1=CC(OCCCCN(C)C)=CC(OC2=CC3=C(C=C2NS(=O)(=O)C2=CC=CC(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)=C2)N(C)C(=O)N3C)=C1,[R1]C1=CC(=CC=C1)S(=O)(=O)NC2=CC3=C(C=C2OC4=CC(=CC(=C4)OCCCCN(C)C)OCCC)N(C(=O)N3C)C,238,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C(CCCCCCC(=O)N/N=C/C1=CC=C(OCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)C=C1)NO,[R1]OC1=CC=C(C=C1)/C=N/NC(=O)CCCCCCC(=O)NO,28,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCN2C=C(CNCC3=CC=C(C4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,640,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CNCC3=CC=C(C4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,641,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCN2C=C(CNCC3=CC=C(C4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,642,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCCN2C=C(CNCC3=CC=C(C4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N=N2)C=C1,[R1]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,643,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)C1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)CCCCCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(C)C,[R1]N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@H](C)[C@H](C2=CC=CC=C2)O)OC)OC,647,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)C1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)CCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(C)C,[R1]N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@H](C)[C@H](C2=CC=CC=C2)O)OC)OC,11,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC(NC2=CC=NC(NC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=N2)=N[NH]1,[R1]C1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=NNC(=C3)C,99,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC(NC2=NC(NC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C2Cl)=N[NH]1,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=NNC(=C3)C)Cl,99,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1C[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C[C@H]1C(=O)OCCOCCOCCOCCOCCOCC(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]OC(=O)[C@@H]1C[C@@H](CN1C(=O)C=C)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,656,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1C[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C[C@H]1C(=O)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)[C@@H]1C[C@@H](CN1C(=O)C=C)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,174,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
NC1=NC=NC2=C1C(C1=CC=C(OC3=CC=CC=C3)C=C1)=NN2[C@@H]1CCCN(C(=O)/C=C/CCCCOCCOCCOCCOCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[R1]/C=C/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,661,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#C/C(=C/CCCCOCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,[R1]/C=C(\C#N)/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,661,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)(/C=C(/C#N)C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1)CCCOCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]/C=C(\C#N)/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,662,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#C/C(=C/CCC1=CN(CCOCCOCCOC(=O)NCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1)C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,[R1]/C=C(\C#N)/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,670,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
